soc2d,soc2d_label,soc3d,soc3d_label,soc5d,soc5d_label,soc6d,soc6d_label,soc8d,soc8d_label
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",51-6092,Fabric and Apparel Patternmakers,51-6092.00,Fabric and Apparel Patternmakers
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",51-6093,Upholsterers,51-6093.00,Upholsterers
51-0000,Production Occupations,51-6000,"Textile, Apparel, and Furnishings Workers",51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",51-6099,"Textile, Apparel, and Furnishings Workers, All Other",51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other"
51-0000,Production Occupations,51-7000,Woodworkers,51-7010,Cabinetmakers and Bench Carpenters,51-7011,Cabinetmakers and Bench Carpenters,51-7011.00,Cabinetmakers and Bench Carpenters
51-0000,Production Occupations,51-7000,Woodworkers,51-7020,Furniture Finishers,51-7021,Furniture Finishers,51-7021.00,Furniture Finishers
51-0000,Production Occupations,51-7000,Woodworkers,51-7030,"Model Makers and Patternmakers, Wood",51-7031,"Model Makers, Wood",51-7031.00,"Model Makers, Wood"
51-0000,Production Occupations,51-7000,Woodworkers,51-7030,"Model Makers and Patternmakers, Wood",51-7032,"Patternmakers, Wood",51-7032.00,"Patternmakers, Wood"
51-0000,Production Occupations,51-7000,Woodworkers,51-7040,"Woodworking Machine Setters, Operators, and Tenders",51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
51-0000,Production Occupations,51-7000,Woodworkers,51-7040,"Woodworking Machine Setters, Operators, and Tenders",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
51-0000,Production Occupations,51-7000,Woodworkers,51-7090,Miscellaneous Woodworkers,51-7099,"Woodworkers, All Other",51-7099.00,"Woodworkers, All Other"
51-0000,Production Occupations,51-8000,Plant and System Operators,51-8010,"Power Plant Operators, Distributors, and Dispatchers",51-8011,Nuclear Power Reactor Operators,51-8011.00,Nuclear Power Reactor Operators
51-0000,Production Occupations,51-8000,Plant and System Operators,51-8010,"Power Plant Operators, Distributors, and Dispatchers",51-8012,Power Distributors and Dispatchers,51-8012.00,Power Distributors and Dispatchers
51-0000,Production Occupations,51-8000,Plant and System Operators,51-8010,"Power Plant Operators, Distributors, and Dispatchers",51-8013,Power Plant Operators,51-8013.00,Power Plant Operators
51-0000,Production Occupations,51-8000,Plant and System Operators,51-8020,Stationary Engineers and Boiler Operators,51-8021,Stationary Engineers and Boiler Operators,51-8021.00,Stationary Engineers and Boiler Operators
51-0000,Production Occupations,51-8000,Plant and System Operators,51-8030,Water and Wastewater Treatment Plant and System Operators,51-8031,Water and Wastewater Treatment Plant and System Operators,51-8031.00,Water and Wastewater Treatment Plant and System Operators
51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators,51-8091,Chemical Plant and System Operators,51-8091.00,Chemical Plant and System Operators
51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators,51-8092,Gas Plant Operators,51-8092.00,Gas Plant Operators
51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators,51-8099,"Plant and System Operators, All Other",51-8099.00,"Plant and System Operators, All Other"
51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators,51-8099,"Plant and System Operators, All Other",51-8099.01,Biofuels Processing Technicians
51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators,51-8099,"Plant and System Operators, All Other",51-8099.02,Methane/Landfill Gas Generation System Technicians
51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators,51-8099,"Plant and System Operators, All Other",51-8099.03,Biomass Plant Technicians
51-0000,Production Occupations,51-8000,Plant and System Operators,51-8090,Miscellaneous Plant and System Operators,51-8099,"Plant and System Operators, All Other",51-8099.04,Hydroelectric Plant Technicians
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",51-9011,Chemical Equipment Operators and Tenders,51-9011.00,Chemical Equipment Operators and Tenders
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",51-9022,"Grinding and Polishing Workers, Hand",51-9022.00,"Grinding and Polishing Workers, Hand"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9030,Cutting Workers,51-9031,"Cutters and Trimmers, Hand",51-9031.00,"Cutters and Trimmers, Hand"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9030,Cutting Workers,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9070,Jewelers and Precious Stone and Metal Workers,51-9071,Jewelers and Precious Stone and Metal Workers,51-9071.00,Jewelers and Precious Stone and Metal Workers
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9070,Jewelers and Precious Stone and Metal Workers,51-9071,Jewelers and Precious Stone and Metal Workers,51-9071.01,Jewelers
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9070,Jewelers and Precious Stone and Metal Workers,51-9071,Jewelers and Precious Stone and Metal Workers,51-9071.06,Gem and Diamond Workers
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9070,Jewelers and Precious Stone and Metal Workers,51-9071,Jewelers and Precious Stone and Metal Workers,51-9071.07,Precious Metal Workers
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9080,"Medical, Dental, and Ophthalmic Laboratory Technicians",51-9081,Dental Laboratory Technicians,51-9081.00,Dental Laboratory Technicians
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9080,"Medical, Dental, and Ophthalmic Laboratory Technicians",51-9082,Medical Appliance Technicians,51-9082.00,Medical Appliance Technicians
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9080,"Medical, Dental, and Ophthalmic Laboratory Technicians",51-9083,Ophthalmic Laboratory Technicians,51-9083.00,Ophthalmic Laboratory Technicians
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9110,Packaging and Filling Machine Operators and Tenders,51-9111,Packaging and Filling Machine Operators and Tenders,51-9111.00,Packaging and Filling Machine Operators and Tenders
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9120,Painting Workers,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9120,Painting Workers,51-9122,"Painters, Transportation Equipment",51-9122.00,"Painters, Transportation Equipment"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9120,Painting Workers,51-9123,"Painting, Coating, and Decorating Workers",51-9123.00,"Painting, Coating, and Decorating Workers"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9140,Semiconductor Processors,51-9141,Semiconductor Processors,51-9141.00,Semiconductor Processors
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9150,Photographic Process Workers and Processing Machine Operators,51-9151,Photographic Process Workers and Processing Machine Operators,51-9151.00,Photographic Process Workers and Processing Machine Operators
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,51-9191,Adhesive Bonding Machine Operators and Tenders,51-9191.00,Adhesive Bonding Machine Operators and Tenders
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,51-9193,Cooling and Freezing Equipment Operators and Tenders,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,51-9194,Etchers and Engravers,51-9194.00,Etchers and Engravers
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.03,"Stone Cutters and Carvers, Manufacturing"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.05,"Potters, Manufacturing"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.07,Molding and Casting Workers
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,51-9197,Tire Builders,51-9197.00,Tire Builders
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,51-9198,Helpers--Production Workers,51-9198.00,Helpers--Production Workers
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,51-9199,"Production Workers, All Other",51-9199.00,"Production Workers, All Other"
51-0000,Production Occupations,51-9000,Other Production Occupations,51-9190,Miscellaneous Production Workers,51-9199,"Production Workers, All Other",51-9199.01,Recycling and Reclamation Workers
53-0000,Transportation and Material Moving Occupations,53-1000,Supervisors of Transportation and Material Moving Workers,53-1010,Aircraft Cargo Handling Supervisors,53-1011,Aircraft Cargo Handling Supervisors,53-1011.00,Aircraft Cargo Handling Supervisors
53-0000,Transportation and Material Moving Occupations,53-1000,Supervisors of Transportation and Material Moving Workers,53-1020,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1021.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
